NoteID,LearnerProfile,LearnerLevel,ExampleSentence,ExampleTranslation,PresentationStatus,PresentationSource
KV000580,klose,4,Too much candy is bad for teeth.,太多糖果对牙齿不好。,migrated-curated,rj_start1:curation
KV000581,klose,4,I go to bed early.,我很早上床睡觉。,migrated-curated,rj_start1:curation
KV000582,klose,4,We need exercise every day.,我们每天都需要锻炼。,migrated-curated,rj_start1:curation
KV000583,klose,4,I am tired after exercise.,运动后我很累。,migrated-curated,rj_start1:curation
KV000584,klose,4,Drink more water every day.,每天多喝水。,migrated-curated,rj_start1:curation
KV000585,klose,4,I have a stomachache.,我肚子痛。,migrated-curated,rj_start1:curation
KV000586,klose,4,I have a headache.,我头痛。,migrated-curated,rj_start1:curation
KV000587,klose,4,I have a toothache.,我牙痛。,migrated-curated,rj_start1:curation
KV000588,klose,4,Drink a lot of water.,多喝水。,migrated-curated,rj_start1:curation
KV000589,klose,4,I feel sleepy in class.,我上课时觉得困。,migrated-curated,rj_start1:curation
KV000590,klose,4,English is my favourite subject.,英语是我最喜欢的学科。,migrated-curated,rj_start1:curation
KV000591,klose,4,I got a good mark in English.,我的英语取得了好成绩。,migrated-curated,rj_start1:curation
KV000592,klose,4,Thank you for your advice.,谢谢你的建议。,migrated-curated,rj_start1:curation
KV000593,klose,4,You should drink more water.,你应该多喝水。,migrated-curated,rj_start1:curation
KV000594,klose,4,New Year's Day is on January first.,元旦是一月一日。,migrated-curated,rj_start1:curation
KV000595,klose,4,We plant trees on Tree Planting Day.,我们在植树节植树。,migrated-curated,rj_start1:curation
KV000596,klose,4,I make a card for Mother's Day.,我为母亲节做一张卡片。,migrated-curated,rj_start1:curation
KV000597,klose,4,Children's Day is on June first.,儿童节是六月一日。,migrated-curated,rj_start1:curation
KV000598,klose,4,I call Dad on Father's Day.,我在父亲节给爸爸打电话。,migrated-curated,rj_start1:curation
KV000599,klose,4,We thank teachers on Teachers' Day.,我们在教师节感谢老师。,migrated-curated,rj_start1:curation
KV000600,klose,4,National Day is on October first.,国庆节是十月一日。,migrated-curated,rj_start1:curation
KV000601,klose,4,Christmas Day is in December.,圣诞节在十二月。,migrated-curated,rj_start1:curation
KV000602,klose,4,May is the fifth month.,五月是第五个月。,migrated-curated,rj_start1:curation
KV000603,klose,4,May is the 5th month.,五月是第五个月。,migrated-curated,rj_start1:curation
KV000604,klose,4,October is the tenth month.,十月是第十个月。,migrated-curated,rj_start1:curation
KV000605,klose,4,October is the 10th month.,十月是第十个月。,migrated-curated,rj_start1:curation
KV000606,klose,4,December is the twelfth month.,十二月是第十二个月。,migrated-curated,rj_start1:curation
KV000607,klose,4,December is the 12th month.,十二月是第十二个月。,migrated-curated,rj_start1:curation
KV000608,klose,4,Christmas is on December twenty-fifth.,圣诞节是十二月二十五日。,migrated-curated,rj_start1:curation
KV000609,klose,4,Christmas is on December 25th.,圣诞节是十二月二十五日。,migrated-curated,rj_start1:curation
KV000610,klose,4,We plant trees in spring.,我们春天植树。,migrated-curated,rj_start1:curation
KV000611,klose,4,We make a poster for the school.,我们为学校制作海报。,migrated-curated,rj_start1:curation
KV000612,klose,4,We celebrate Children's Day at school.,我们在学校庆祝儿童节。,migrated-curated,rj_start1:curation
KV000613,klose,4,We have a picnic in the park.,我们在公园野餐。,migrated-curated,rj_start1:curation
KV000614,klose,4,My teacher is in the office.,我的老师在办公室。,migrated-curated,rj_start1:curation
KV000615,klose,4,We celebrate the day together.,我们一起庆祝这个节日。,migrated-curated,rj_start1:curation
KV000616,klose,4,Today is a special day.,今天是特别的一天。,migrated-curated,rj_start1:curation
KV000617,klose,4,I send an email to my friend.,我给朋友发电子邮件。,migrated-curated,rj_start1:curation
KV000618,klose,4,I write a letter to Grandma.,我给奶奶写信。,migrated-curated,rj_start1:curation
KV000619,klose,4,I make a phone call to Dad.,我给爸爸打电话。,migrated-curated,rj_start1:curation
KV000620,klose,4,I send a short message to Mum.,我给妈妈发短信。,migrated-curated,rj_start1:curation
KV000621,klose,4,I mail a present to my cousin.,我给表兄弟姐妹邮寄礼物。,migrated-curated,rj_start1:curation
KV000622,klose,4,We make a video call to Grandma.,我们和奶奶视频通话。,migrated-curated,rj_start1:curation
KV000623,klose,4,Please say hello to your family.,请向你的家人问好。,migrated-curated,rj_start1:curation
KV000624,klose,4,I make a card for Mum.,我给妈妈做一张卡片。,migrated-curated,rj_start1:curation
KV000625,klose,4,There are flowers everywhere in spring.,春天到处都是花。,migrated-curated,rj_start1:curation
KV000626,klose,4,We visit the flower show.,我们参观花展。,migrated-curated,rj_start1:curation
KV000627,klose,4,I cleaned the window yesterday.,我昨天擦了窗户。,migrated-curated,rj_start1:curation
KV000628,klose,4,I watched TV last night.,我昨晚看了电视。,migrated-curated,rj_start1:curation
KV000629,klose,4,We climbed a hill yesterday.,我们昨天爬了山。,migrated-curated,rj_start1:curation
KV000630,klose,4,I visited my grandparents on Sunday.,我星期日看望了祖父母。,migrated-curated,rj_start1:curation
KV000631,klose,4,We danced at the party.,我们在聚会上跳舞。,migrated-curated,rj_start1:curation
KV000632,klose,4,She jumped rope after school.,她放学后跳了绳。,migrated-curated,rj_start1:curation
KV000633,klose,4,I listened to music yesterday.,我昨天听了音乐。,migrated-curated,rj_start1:curation
KV000634,klose,4,We rowed a boat on the lake.,我们在湖上划了船。,migrated-curated,rj_start1:curation
KV000635,klose,4,I played computer games yesterday.,我昨天玩了电脑游戏。,migrated-curated,rj_start1:curation
KV000636,klose,4,I stayed at home on Sunday.,我星期日待在家里。,migrated-curated,rj_start1:curation
KV000637,klose,4,She played the piano at the party.,她在聚会上弹了钢琴。,migrated-curated,rj_start1:curation
KV000638,klose,4,I played chess with Dad.,我和爸爸下了棋。,migrated-curated,rj_start1:curation
KV000639,klose,4,I washed clothes yesterday.,我昨天洗了衣服。,migrated-curated,rj_start1:curation
KV000640,klose,4,The film was boring.,这部电影很无聊。,migrated-curated,rj_start1:curation
KV000641,klose,4,I play badminton after school.,我放学后打羽毛球。,migrated-curated,rj_start1:curation
KV000642,klose,4,Our class won the game.,我们班赢得了比赛。,migrated-curated,rj_start1:curation
KV000643,klose,4,We went to the beach yesterday.,我们昨天去了海滩。,migrated-curated,rj_start1:curation
KV000644,klose,4,We drank cold drinks at the beach.,我们在海滩喝了冷饮。,migrated-curated,rj_start1:curation
KV000645,klose,4,We swam in the sea.,我们在海里游泳了。,migrated-curated,rj_start1:curation
KV000646,klose,4,I ate ice-cream yesterday.,我昨天吃了冰淇淋。,migrated-curated,rj_start1:curation
KV000647,klose,4,We visited the Stone Forest.,我们参观了石林。,migrated-curated,rj_start1:curation
KV000648,klose,4,We bought some gifts there.,我们在那里买了一些礼物。,migrated-curated,rj_start1:curation
KV000649,klose,4,We took photos at the museum.,我们在博物馆拍了照片。,migrated-curated,rj_start1:curation
KV000650,klose,4,We saw many beautiful flowers.,我们看到了许多漂亮的花。,migrated-curated,rj_start1:curation
KV000651,klose,4,I slept well last night.,我昨晚睡得很好。,migrated-curated,rj_start1:curation
KV000652,klose,4,I felt happy on the trip.,旅行中我感到很高兴。,migrated-curated,rj_start1:curation
KV000653,klose,4,She felt sad yesterday.,她昨天感到难过。,migrated-curated,rj_start1:curation
KV000654,klose,4,We left the hotel at eight.,我们八点离开了酒店。,migrated-curated,rj_start1:curation
KV000655,klose,4,I ate French fries for lunch.,我午饭吃了炸薯条。,migrated-curated,rj_start1:curation
KV000656,klose,4,They were happy yesterday.,他们昨天很高兴。,migrated-curated,rj_start1:curation
KV000657,klose,4,I was born in 2017.,我出生于2017年。,migrated-curated,rj_start1:curation
KV000658,klose,4,I started to speak when I was one.,我一岁时开始说话。,migrated-curated,rj_start1:curation
KV000659,klose,4,I learned to walk when I was one.,我一岁时学会走路。,migrated-curated,rj_start1:curation
KV000660,klose,4,I learned to ride a bike at six.,我六岁时学会骑自行车。,migrated-curated,rj_start1:curation
KV000661,klose,4,I went to kindergarten at three.,我三岁时上幼儿园。,migrated-curated,rj_start1:curation
KV000662,klose,4,I went to school at six.,我六岁时开始上学。,migrated-curated,rj_start1:curation
KV000663,klose,4,I learned to swim at seven.,我七岁时学会游泳。,migrated-curated,rj_start1:curation
KV000664,klose,4,Today is the fifteenth day.,今天是第十五天。,migrated-curated,rj_start1:curation
KV000665,klose,4,Today is the 15th.,今天是十五号。,migrated-curated,rj_start1:curation
KV000666,klose,4,I started to buy things by myself.,我开始自己买东西。,migrated-curated,rj_start1:curation
KV000667,klose,4,I started to study English at six.,我六岁开始学英语。,migrated-curated,rj_start1:curation
KV000668,klose,4,I started to use a computer at eight.,我八岁开始使用电脑。,migrated-curated,rj_start1:curation
KV000669,klose,4,There was water all over the floor.,地板上到处都是水。,migrated-curated,rj_start1:curation
KV000670,klose,4,The cat jumped out of the box.,猫从盒子里跳了出来。,migrated-curated,rj_start1:curation
KV000671,klose,4,The cat jumped into the water.,猫跳进了水里。,migrated-curated,rj_start1:curation
KV000672,klose,4,I eat noodles with chopsticks.,我用筷子吃面条。,migrated-curated,rj_start1:curation
KV000673,klose,4,My shoes are wet.,我的鞋湿了。,migrated-curated,rj_start1:curation
KV000674,klose,4,We had morning tea at the hotel.,我们在酒店吃了早茶。,migrated-curated,rj_start1:curation
KV000675,klose,4,This soup tastes delicious.,这汤尝起来很好喝。,migrated-curated,rj_start1:curation
KV000676,klose,4,The Potala Palace is in Lhasa.,布达拉宫在拉萨。,migrated-curated,rj_start1:curation
KV000677,klose,4,The Summer Palace is in Beijing.,颐和园在北京。,migrated-curated,rj_start1:curation
KV000678,klose,4,The Terracotta Army is in Xi'an.,兵马俑在西安。,migrated-curated,rj_start1:curation
KV000679,klose,4,We travelled during the vacation.,我们假期里去旅行了。,migrated-curated,rj_start1:curation
KV000680,klose,4,The soup tastes good.,这汤味道很好。,migrated-curated,rj_start1:curation
KV000681,klose,4,Find Beijing on the map.,在地图上找到北京。,migrated-curated,rj_start1:curation
KV000682,klose,4,Beijing is in the north of China.,北京在中国北方。,migrated-curated,rj_start1:curation
KV000683,klose,4,Guangzhou is in the south of China.,广州在中国南方。,migrated-curated,rj_start1:curation
KV000684,klose,4,Shanghai is in the east of China.,上海在中国东部。,migrated-curated,rj_start1:curation
KV000685,klose,4,Tibet is in the west of China.,西藏在中国西部。,migrated-curated,rj_start1:curation
KV000686,klose,4,Beijing is famous for the Great Wall.,北京因长城而著名。,migrated-curated,rj_start1:curation
KV000687,klose,4,We visited an old temple.,我们参观了一座古老的寺庙。,migrated-curated,rj_start1:curation
KV000688,klose,4,We walked around the lake.,我们绕着湖走了一圈。,migrated-curated,rj_start1:curation
KV000689,klose,4,The Yangtze River is very long.,长江很长。,migrated-curated,rj_start1:curation
KV000690,klose,4,It was foggy this morning.,今天早上有雾。,migrated-curated,rj_start1:curation
KV000691,klose,4,Sichuan food can be spicy.,四川菜可能很辣。,migrated-curated,rj_start1:curation
KV000692,klose,4,This dress is made of silk.,这条连衣裙是丝绸做的。,migrated-curated,rj_start1:curation
KV000693,klose,4,Many animals live in the forest.,许多动物生活在森林里。,migrated-curated,rj_start1:curation
KV000694,klose,4,The bridge is made of stone.,这座桥是石头建的。,migrated-curated,rj_start1:curation
KV000695,klose,4,London is in the UK.,伦敦在英国。,migrated-curated,rj_start1:curation
KV000696,klose,4,Toronto is a city in Canada.,多伦多是加拿大的一座城市。,migrated-curated,rj_start1:curation
KV000697,klose,4,Sydney is a city in Australia.,悉尼是澳大利亚的一座城市。,migrated-curated,rj_start1:curation
KV000698,klose,4,Washington D.C. is in the USA.,华盛顿特区在美国。,migrated-curated,rj_start1:curation
KV000699,klose,4,The British Museum is in London.,大英博物馆在伦敦。,migrated-curated,rj_start1:curation
KV000700,klose,4,The CN Tower is in Toronto.,加拿大国家电视塔在多伦多。,migrated-curated,rj_start1:curation
KV000701,klose,4,Kangaroos live in Australia.,袋鼠生活在澳大利亚。,migrated-curated,rj_start1:curation
KV000702,klose,4,The Opera House is in Sydney.,悉尼歌剧院在悉尼。,migrated-curated,rj_start1:curation
KV000703,klose,4,The White House is in Washington D.C.,白宫在华盛顿特区。,migrated-curated,rj_start1:curation
KV000704,klose,4,There is a clock on the wall.,墙上有一个钟。,migrated-curated,rj_start1:curation
KV000705,klose,4,Can you speak English?,你会说英语吗？,migrated-curated,rj_start1:curation
KV000706,klose,4,She can speak French.,她会说法语。,migrated-curated,rj_start1:curation
KV000707,klose,4,Tower Bridge is in London.,伦敦塔桥在伦敦。,migrated-curated,rj_start1:curation
KV000708,klose,4,The London Eye is in London.,伦敦眼在伦敦。,migrated-curated,rj_start1:curation
KV000709,klose,4,We went hiking in the hills.,我们去山里徒步了。,migrated-curated,rj_start1:curation
KV000710,klose,4,We watched the sunrise on the hill.,我们在山上看日出。,migrated-curated,rj_start1:curation
KV000711,klose,4,The president works in the capital.,总统在首都工作。,migrated-curated,rj_start1:curation
KV000712,klose,4,A snake is a reptile.,蛇是爬行动物。,migrated-curated,rj_start1:curation
KV000713,klose,4,A whale is a mammal.,鲸是哺乳动物。,migrated-curated,rj_start1:curation
KV000714,klose,4,A bee is an insect.,蜜蜂是昆虫。,migrated-curated,rj_start1:curation
KV000715,klose,4,Penguins can swim well.,企鹅很会游泳。,migrated-curated,rj_start1:curation
KV000716,klose,4,A shark lives in the sea.,鲨鱼生活在海里。,migrated-curated,rj_start1:curation
KV000717,klose,4,A whale is a large mammal.,鲸是一种大型哺乳动物。,migrated-curated,rj_start1:curation
KV000718,klose,4,What kind of animal is it?,它是哪一种动物？,migrated-curated,rj_start1:curation
KV000719,klose,4,The whale is ten metres long.,这条鲸有十米长。,migrated-curated,rj_start1:curation
KV000720,klose,4,We spent two days in Beijing.,我们在北京度过了两天。,migrated-curated,rj_start1:curation
KV000721,klose,4,An elephant has a long trunk.,大象有长鼻子。,migrated-curated,rj_start1:curation
KV000722,klose,4,Elephants can eat peanuts.,大象可以吃花生。,migrated-curated,rj_start1:curation
KV000723,klose,4,Its ears are like big fans.,它的耳朵像大扇子。,migrated-curated,rj_start1:curation
KV000724,klose,4,An elephant has two tusks.,大象有两根象牙。,migrated-curated,rj_start1:curation
KV000725,klose,4,Many elephants live in Africa.,许多大象生活在非洲。,migrated-curated,rj_start1:curation
KV000726,klose,4,China is in Asia.,中国在亚洲。,migrated-curated,rj_start1:curation
KV000727,klose,4,Elephants are very smart.,大象很聪明。,migrated-curated,rj_start1:curation
KV000728,klose,4,I was scared of the big dog.,我害怕那只大狗。,migrated-curated,rj_start1:curation
KV000729,klose,4,Mum was worried about me.,妈妈很担心我。,migrated-curated,rj_start1:curation
KV000730,klose,4,Dad was angry with me.,爸爸生我的气。,migrated-curated,rj_start1:curation
KV000731,klose,4,My parents are proud of me.,我的父母为我自豪。,migrated-curated,rj_start1:curation
KV000732,klose,4,I was excited about the trip.,我对这次旅行很兴奋。,migrated-curated,rj_start1:curation
KV000733,klose,4,She was ill yesterday.,她昨天生病了。,migrated-curated,rj_start1:curation
KV000734,klose,4,I hope our class can win.,我希望我们班能赢。,migrated-curated,rj_start1:curation
KV000735,klose,4,He won the running race.,他赢得了赛跑。,migrated-curated,rj_start1:curation
KV000736,klose,4,The little boy began to cry.,小男孩开始哭。,migrated-curated,rj_start1:curation
KV000737,klose,4,I was happy because we won.,因为我们赢了，所以我很高兴。,migrated-curated,rj_start1:curation
KV000738,klose,4,I have an English test tomorrow.,我明天有英语考试。,migrated-curated,rj_start1:curation
KV000739,klose,4,She won the writing competition.,她赢得了写作比赛。,migrated-curated,rj_start1:curation
KV000740,klose,4,The inventor made a new machine.,这位发明家制造了一台新机器。,migrated-curated,rj_start1:curation
KV000741,klose,4,The artist paints beautiful pictures.,这位艺术家画漂亮的画。,migrated-curated,rj_start1:curation
KV000742,klose,4,The scientist studies animals.,这位科学家研究动物。,migrated-curated,rj_start1:curation
KV000743,klose,4,The poet wrote many poems.,这位诗人写了很多诗。,migrated-curated,rj_start1:curation
KV000744,klose,4,The writer wrote this story.,这位作家写了这个故事。,migrated-curated,rj_start1:curation
KV000745,klose,4,He is an American writer.,他是一位美国作家。,migrated-curated,rj_start1:curation
KV000746,klose,4,He was a Danish writer.,他是一位丹麦作家。,migrated-curated,rj_start1:curation
KV000747,klose,4,We read a poem in class.,我们在课堂上读了一首诗。,migrated-curated,rj_start1:curation
KV000748,klose,4,This invention changed people's lives.,这项发明改变了人们的生活。,migrated-curated,rj_start1:curation
KV000749,klose,4,Who invented this machine?,谁发明了这台机器？,migrated-curated,rj_start1:curation
KV000750,klose,4,This story is very interesting.,这个故事很有趣。,migrated-curated,rj_start1:curation
KV000751,klose,4,She studied at a famous university.,她在一所著名大学学习。,migrated-curated,rj_start1:curation
KV000752,klose,4,The girl became deaf when she was young.,这个女孩小时候失聪了。,migrated-curated,rj_start1:curation
KV000753,klose,4,He is blind but very independent.,他虽然失明但很独立。,migrated-curated,rj_start1:curation
KV000754,klose,4,Leaves fall in autumn.,树叶在秋天落下。,migrated-curated,rj_start1:curation
KV000755,klose,4,We eat dumplings at Spring Festival.,我们春节吃饺子。,migrated-curated,rj_start1:curation
KV000756,klose,4,We saw beautiful ice lanterns.,我们看到了漂亮的冰灯。,migrated-curated,rj_start1:curation
KV000757,klose,4,Please bring your book tomorrow.,请明天带上你的书。,migrated-curated,rj_start1:curation
KV000758,klose,4,I am not afraid of dogs.,我不怕狗。,migrated-curated,rj_start1:curation
KV000759,klose,4,I can hear the birds.,我能听见鸟叫。,migrated-curated,rj_start1:curation
KV000760,klose,4,My pen pal lives in Canada.,我的笔友住在加拿大。,migrated-curated,rj_start1:curation
KV000761,klose,4,My pen is broken.,我的钢笔坏了。,migrated-curated,rj_start1:curation
KV000762,klose,4,What a pity!,真遗憾！,migrated-curated,rj_start1:curation
KV000763,klose,4,She won first prize.,她获得了一等奖。,migrated-curated,rj_start1:curation
KV000764,klose,4,I live in a big city.,我住在一座大城市里。,migrated-curated,rj_start1:curation
KV000765,klose,4,The city is quite beautiful.,这座城市相当漂亮。,migrated-curated,rj_start1:curation
KV000766,klose,4,I wear a scarf in winter.,我冬天戴围巾。,migrated-curated,rj_start1:curation
KV000767,klose,4,We arrived at the airport early.,我们很早到达机场。,migrated-curated,rj_start1:curation
KV000768,klose,4,He is a primary school pupil.,他是一名小学生。,migrated-curated,rj_start1:curation
KV000769,klose,4,We arrived in Toronto yesterday.,我们昨天到达多伦多。,migrated-curated,rj_start1:curation
KV000770,klose,4,I met my pen pal at the airport.,我在机场见到了笔友。,migrated-curated,rj_start1:curation
KV000771,klose,4,My clothes are in the wardrobe.,我的衣服在衣柜里。,migrated-curated,rj_start1:curation
KV000772,klose,4,I will show you around our school.,我会带你参观我们的学校。,migrated-curated,rj_start1:curation
KV000773,klose,4,We visited Queen's Park yesterday.,我们昨天参观了皇后公园。,migrated-curated,rj_start1:curation
KV000774,klose,4,We saw many paintings at the art gallery.,我们在美术馆看到了许多画。,migrated-curated,rj_start1:curation
KV000775,klose,4,We read books at the public library.,我们在公共图书馆看书。,migrated-curated,rj_start1:curation
KV000776,klose,4,We took the subway downtown.,我们乘地铁去了市中心。,migrated-curated,rj_start1:curation
KV000777,klose,4,Toronto is beside Lake Ontario.,多伦多在安大略湖畔。,migrated-curated,rj_start1:curation
KV000778,klose,4,We watched a game at the stadium.,我们在体育场看了一场比赛。,migrated-curated,rj_start1:curation
KV000779,klose,4,I want to be a volunteer.,我想成为一名志愿者。,migrated-curated,rj_start1:curation
KV000780,klose,4,I had a sandwich for lunch.,我午饭吃了一个三明治。,migrated-curated,rj_start1:curation
KV000781,klose,4,We went to the top of the tower.,我们去了塔顶。,migrated-curated,rj_start1:curation
KV000782,klose,4,Reading every day is a good habit.,每天阅读是一个好习惯。,migrated-curated,rj_start1:curation
KV000783,klose,4,That is a good idea.,那是个好主意。,migrated-curated,rj_start1:curation
KV000784,klose,4,We should eat less candy.,我们应该少吃糖果。,migrated-curated,rj_start1:curation
KV000785,klose,4,I read for at least twenty minutes.,我至少阅读二十分钟。,migrated-curated,rj_start1:curation
KV000786,klose,4,We talked about healthy habits.,我们讨论了健康习惯。,migrated-curated,rj_start1:curation
KV000787,klose,4,Hockey is popular in Canada.,冰球在加拿大很受欢迎。,migrated-curated,rj_start1:curation
KV000788,klose,4,The beaver lives near water.,海狸生活在水边。,migrated-curated,rj_start1:curation
KV000789,klose,4,A raccoon has a black mask.,浣熊脸上有黑色的斑纹。,migrated-curated,rj_start1:curation
KV000790,klose,4,A moose is a large animal.,驼鹿是一种大型动物。,migrated-curated,rj_start1:curation
KV000791,klose,4,My grandparents live in the countryside.,我的祖父母住在乡下。,migrated-curated,rj_start1:curation
KV000792,klose,4,Families eat together at Thanksgiving.,家人们在感恩节一起吃饭。,migrated-curated,rj_start1:curation
KV000793,klose,4,We had roast turkey for dinner.,我们晚饭吃了烤火鸡。,migrated-curated,rj_start1:curation
KV000794,klose,4,A squirrel can climb trees.,松鼠会爬树。,migrated-curated,rj_start1:curation
KV000795,klose,4,The swan is swimming on the lake.,天鹅正在湖上游泳。,migrated-curated,rj_start1:curation
KV000796,klose,4,Wild geese fly south in autumn.,大雁秋天向南飞。,migrated-curated,rj_start1:curation
KV000797,klose,4,A frog can jump and swim.,青蛙会跳也会游泳。,migrated-curated,rj_start1:curation
KV000798,klose,4,I use an English-Chinese dictionary.,我使用英汉词典。,migrated-curated,rj_start1:curation
KV000799,klose,4,There are many shops in the shopping centre.,购物中心里有很多商店。,migrated-curated,rj_start1:curation
KV000800,klose,4,We went shopping at the mall.,我们去商场购物了。,migrated-curated,rj_start1:curation
KV000801,klose,4,The CN Tower is amazing.,加拿大国家电视塔令人惊叹。,migrated-curated,rj_start1:curation
KV000802,klose,4,We ate hot pot together.,我们一起吃了火锅。,migrated-curated,rj_start1:curation
