Word,British,American,MeaningRaw,Book,Grade,Semester,SourceFile,SourceRow
blackboard,[ˈblækbɔːd],[ˈblækbɔːrd],n. 黑板,3年级下,3,下,人教版一年级起点三年级下.xlsx,25
after school,,,na. 放学后,3年级下,3,下,人教版一年级起点三年级下.xlsx,26
play sports,,,做运动；进行体育运动；进行体育活动,3年级下,3,下,人教版一年级起点三年级下.xlsx,27
draw pictures,,,画画；画图画；画儿,3年级下,3,下,人教版一年级起点三年级下.xlsx,28
play chess,[pleɪ tʃes],[pleɪ tʃes],na. 下象棋,3年级下,3,下,人教版一年级起点三年级下.xlsx,29
dance,[dɑːns],[dæns],"n. 舞蹈；舞会；舞曲
adj. 舞蹈的；用于跳舞的
vt. 跳舞；使跳跃
vi. 跳舞；跳跃；飘扬",3年级下,3,下,人教版一年级起点三年级下.xlsx,30
sing songs,,,n. 歌咏,3年级下,3,下,人教版一年级起点三年级下.xlsx,31
read books,,,读书；看书；阅读,3年级下,3,下,人教版一年级起点三年级下.xlsx,32
really,[ˈriːəli],[ˈriːəli],adv. 实际上，事实上；真正地，真实地；真的吗？（表语气）,3年级下,3,下,人教版一年级起点三年级下.xlsx,33
tomorrow,[təˈmɒrəʊ],[təˈmɑːroʊ],"n. 明天；未来
adv. 明天；未来地（等于to-morrow）",3年级下,3,下,人教版一年级起点三年级下.xlsx,34
wake up,[ˈweɪk ˌʌp],[ˈweɪk ˌʌp],na. 同“wake”；叫醒；醒来；振作起来,3年级下,3,下,人教版一年级起点三年级下.xlsx,35
be back,,,na. 回家；回来,3年级下,3,下,人教版一年级起点三年级下.xlsx,36
play football,,,na. 踢足球；对难办的事采取踢皮球的态度,3年级下,3,下,人教版一年级起点三年级下.xlsx,37
fly a kite,,,na. 放风筝；试探舆论；开空头支票；〈美〉(从狱中)非法寄出信件,3年级下,3,下,人教版一年级起点三年级下.xlsx,38
ride a bike,,,骑自行车；骑车；骑单车,3年级下,3,下,人教版一年级起点三年级下.xlsx,39
swim,[swɪm],[swɪm],"n. 游泳；漂浮；眩晕
adj. 游泳时穿戴的
vi. 游泳；漂浮；浸；眩晕
vt. 游过；使浮起",3年级下,3,下,人教版一年级起点三年级下.xlsx,40
make a model plane,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,41
make a snowman,,,堆雪人；做雪人；堆一个雪人,3年级下,3,下,人教版一年级起点三年级下.xlsx,42
family,[ˈfæməli],[ˈfæməli],"n. 家庭；亲属；家族；子女；[生]科；语族；[化]族
adj. 家庭的；家族的；适合于全家的",3年级下,3,下,人教版一年级起点三年级下.xlsx,43
uncle,[ˈʌŋk(ə)l],[ˈʌŋkl],n. 叔叔；伯父；伯伯；舅父；姨丈；姑父,3年级下,3,下,人教版一年级起点三年级下.xlsx,44
aunt,[ɑːnt],[ænt],n. 阿姨；姑妈；伯母；舅妈,3年级下,3,下,人教版一年级起点三年级下.xlsx,45
cousin,[ˈkʌzn],[ˈkʌzn],n. 堂兄弟姊妹；表兄弟姊妹,3年级下,3,下,人教版一年级起点三年级下.xlsx,46
handsome,[ˈhænsəm],[ˈhænsəm],adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的,3年级下,3,下,人教版一年级起点三年级下.xlsx,47
beautiful,[ˈbjuːtɪf(ə)l],[ˈbjuːtɪf(ə)l],"adj. 美丽的
出色地
出色的
迷人的
迷人地",3年级下,3,下,人教版一年级起点三年级下.xlsx,48
lost,[lɒst],[lɔːst],"adj. 失去的；丧失的；迷惑的
v. 遗失（lose的过去分词）；失败",3年级下,3,下,人教版一年级起点三年级下.xlsx,49
water bottle,,,un. 水壶；采水瓶；采水器；采水样器,3年级下,3,下,人教版一年级起点三年级下.xlsx,50
know,[nəʊ],[noʊ],"vt. 知道；认识；懂得
vi. 了解；熟悉；确信",3年级下,3,下,人教版一年级起点三年级下.xlsx,51
ok,[əʊˈkeɪ],[oʊˈkeɪ],"adj. 好的；不错的
adv. 行；很好
int. 好；可以
vt. 对…表示同意
n. 同意",3年级下,3,下,人教版一年级起点三年级下.xlsx,52
much,[mʌtʃ],[mʌtʃ],"adv. 非常，很
adj. 大量的
n. 许多，大量
pron. 许多，大量",3年级下,3,下,人教版一年级起点三年级下.xlsx,53
welcome,[ˈwelkəm],[ˈwelkəm],"n. 欢迎
vt. 欢迎
adj. 受欢迎的
int. 欢迎",3年级下,3,下,人教版一年级起点三年级下.xlsx,54
grandfather,[ˈɡrænfɑːðə(r)],[ˈɡrænfɑːðər],"n. 祖父；始祖
vt. 不受新规定限制",3年级下,3,下,人教版一年级起点三年级下.xlsx,55
grandmother,[ˈɡrænmʌðə(r)],[ˈɡrænmʌðər],"n. 祖母；女祖先
vt. 当…的祖母
vi. 当祖母",3年级下,3,下,人教版一年级起点三年级下.xlsx,56
father,[ˈfɑːðə(r)],[ˈfɑːðər],"n. 父亲，爸爸；神父；祖先；前辈
vt. 发明，创立；当…的父亲",3年级下,3,下,人教版一年级起点三年级下.xlsx,57
mother,[ˈmʌðə(r)],[ˈmʌðər],"n. 母亲；大娘；女修道院院长
vt. 生下；养育；像母亲般关怀或照管
adj. 母亲的；出生地的",3年级下,3,下,人教版一年级起点三年级下.xlsx,58
brother,[ˈbrʌðə(r)],[ˈbrʌðər],"n. 兄弟；同事；战友
int. 我的老兄！",3年级下,3,下,人教版一年级起点三年级下.xlsx,59
sister,[ˈsɪstə(r)],[ˈsɪstər],"n. 姐妹；（称志同道合者）姐妹；修女；护士
adj. 姐妹般的；同类型的",3年级下,3,下,人教版一年级起点三年级下.xlsx,60
cooking dinner,,,做饭；做晚餐；正在做饭,3年级下,3,下,人教版一年级起点三年级下.xlsx,61
walking the dog,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,62
watering the plants,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,63
cleaning the room,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,64
listening to music,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,65
watching TV,,,看电视；正在看电视；他在看电视,3年级下,3,下,人教版一年级起点三年级下.xlsx,66
feeding the fish,,,"喂鱼
晕船",3年级下,3,下,人教版一年级起点三年级下.xlsx,67
play with,[pleɪ wɪð],[pleɪ wɪð],na. 玩弄(火等)；以…自娱,3年级下,3,下,人教版一年级起点三年级下.xlsx,68
in one hour,,,无,3年级下,3,下,人教版一年级起点三年级下.xlsx,69
everyone,[ˈevriwʌn],[ˈevriwʌn],"n. 每个人
pron. 每个人；人人",3年级下,3,下,人教版一年级起点三年级下.xlsx,70
children,[ˈtʃɪldrən],[ˈtʃɪldrən],n. 孩子们（child的复数）,3年级下,3,下,人教版一年级起点三年级下.xlsx,71
run,[rʌn],[rʌn],"n. 奔跑；赛跑；趋向；奔跑的路程
vt. 管理，经营；运行；参赛
vi. 经营；奔跑；运转",3年级下,3,下,人教版一年级起点三年级下.xlsx,72
home,[həʊm],[hoʊm],"n. 家，住宅；产地；家乡；避难所
adj. 国内的，家庭的；有效的
vt. 归巢，回家
adv. 在家，回家；深入地",3年级下,3,下,人教版一年级起点三年级下.xlsx,73
bedroom,[ˈbedruːm],[ˈbedruːm; ˈbedrʊm],"n. 卧室
adj. 两性关系的；城郊住宅区的",3年级下,3,下,人教版一年级起点三年级下.xlsx,74
living room,['lɪvɪŋ ru:m],[ˈlɪvɪŋ ruːm],n. 客厅；起居室,3年级下,3,下,人教版一年级起点三年级下.xlsx,75
bathroom,[ˈbɑːθruːm; ˈbɑːθrʊm],[ˈbæθruːm],n. 浴室；厕所；盥洗室,3年级下,3,下,人教版一年级起点三年级下.xlsx,76
dining room,,,n. 饭厅；餐厅,3年级下,3,下,人教版一年级起点三年级下.xlsx,77
study,[ˈstʌdi],[ˈstʌdi],"n. 学习，研究；课题；书房；学问
vt. 学习；考虑；攻读；细察
vi. 研究；用功",3年级下,3,下,人教版一年级起点三年级下.xlsx,78
kitchen,[ˈkɪtʃɪn],[ˈkɪtʃɪn],n. 厨房；炊具；炊事人员,3年级下,3,下,人教版一年级起点三年级下.xlsx,79
for rent,,,na. 出租的；招租,3年级下,3,下,人教版一年级起点三年级下.xlsx,80
sofa,[ˈsəʊfə],[ˈsoʊfə],n. 沙发；长椅,3年级下,3,下,人教版一年级起点三年级下.xlsx,81
light,[laɪt],[laɪt],"n. 光；光线；灯；打火机；领悟；浅色；天窗
adj. 轻的；浅色的；明亮的；轻松的；容易的；清淡的
vi. 点着；变亮；着火
vt. 照亮；点燃；着火
adv. 轻地；清楚地；轻便地",3年级下,3,下,人教版一年级起点三年级下.xlsx,82
bed,[bed],[bed],"n. 床；基础；河底， 海底
vt. 使睡觉；安置，嵌入；栽种
vi. 上床；分层",3年级下,3,下,人教版一年级起点三年级下.xlsx,83
door,[dɔː(r)],[dɔːr],n. 门；家，户；门口；通道,3年级下,3,下,人教版一年级起点三年级下.xlsx,84
box,[bɒks],[bɑːks],"n. 箱，盒子；包厢；一拳
vt. 拳击；装…入盒中；打耳光
vi. 拳击",3年级下,3,下,人教版一年级起点三年级下.xlsx,85
running,[ˈrʌnɪŋ],[ˈrʌnɪŋ],"n. 运转；赛跑；流出
v. 跑；运转（run的ing形式）；行驶
adj. 连续的；流动的；跑着的；运转着的",4年级上,4,上,人教版一年级起点四年级上.xlsx,2
basketball,[ˈbɑːskɪtbɔːl],[ˈbæskɪtbɔːl],n. 篮球；篮球运动,4年级上,4,上,人教版一年级起点四年级上.xlsx,3
roller skating,,,un. 滑旱冰,4年级上,4,上,人教版一年级起点四年级上.xlsx,4
jumping rope,,,跳绳；正在跳绳；跳跳绳,4年级上,4,上,人教版一年级起点四年级上.xlsx,5
ping-pong,[ˈpɪŋ pɒŋ],[ˈpɪŋ pɑːŋ],n. 乒乓球；桌球,4年级上,4,上,人教版一年级起点四年级上.xlsx,6
What about ...?,,,un. 不；…怎样,4年级上,4,上,人教版一年级起点四年级上.xlsx,7
interesting,[ˈɪntrəstɪŋ],[ˈɪntrəstɪŋ; ˈɪntrestɪŋ],adj. 有趣的；引起兴趣的，令人关注的,4年级上,4,上,人教版一年级起点四年级上.xlsx,8
often,[ˈɒf(ə)n],[ˈɔːf(ə)n],adv. 常常，时常,4年级上,4,上,人教版一年级起点四年级上.xlsx,9
be good at,,,v. 善于,4年级上,4,上,人教版一年级起点四年级上.xlsx,10
late,[leɪt],[leɪt],"adj. 晚的；迟的；已故的；最近的
adv. 晚；迟；最近；在晚期",4年级上,4,上,人教版一年级起点四年级上.xlsx,11
swim,[swɪm],[swɪm],"n. 游泳；漂浮；眩晕
adj. 游泳时穿戴的
vi. 游泳；漂浮；浸；眩晕
vt. 游过；使浮起",4年级上,4,上,人教版一年级起点四年级上.xlsx,12
friend,[frend],[frend],n. 朋友；助手；赞助者,4年级上,4,上,人教版一年级起点四年级上.xlsx,13
father,[ˈfɑːðə(r)],[ˈfɑːðər],"n. 父亲，爸爸；神父；祖先；前辈
vt. 发明，创立；当…的父亲",4年级上,4,上,人教版一年级起点四年级上.xlsx,14
get up,[ɡet ʌp],[ɡet ʌp],na. 起床；起身；站起来；叫…起床,4年级上,4,上,人教版一年级起点四年级上.xlsx,15
visit one's grandparents,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,16
go to a drawing club,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,17
climb a hill,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,18
pick fruit,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,19
play computer games,,,玩电脑游戏；打电脑游戏；玩电子游戏,4年级上,4,上,人教版一年级起点四年级上.xlsx,20
go fishing,,,去钓鱼；垂钓；我以前常去钓鱼,4年级上,4,上,人教版一年级起点四年级上.xlsx,21
go to the cinema,,,去看电影；去电影院；上电影院,4年级上,4,上,人教版一年级起点四年级上.xlsx,22
on the weekend,,,在周末；在这个周末；美式英语,4年级上,4,上,人教版一年级起点四年级上.xlsx,23
fun,[fʌn],[fʌn],"n. 乐趣；玩笑；有趣的人或事
adj. 供娱乐用的
vi. 开玩笑",4年级上,4,上,人教版一年级起点四年级上.xlsx,24
always,[ˈɔːlweɪz],[ˈɔːlweɪz],adv. 永远，一直；总是；常常,4年级上,4,上,人教版一年级起点四年级上.xlsx,25
step,[step],[step],"n. 步，脚步；步骤；步伐；梯级
vt. 走，迈步
vi. 踏，踩；走",4年级上,4,上,人教版一年级起点四年级上.xlsx,26
paint,[peɪnt],[peɪnt],"vt. 油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等
vi. 油漆；描绘；绘画；化妆
n. 油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰",4年级上,4,上,人教版一年级起点四年级上.xlsx,27
evening,[ˈiːvnɪŋ],[ˈiːvnɪŋ],"n. 晚上；傍晚；（联欢性的）晚会；后期
adj. 在晚上的；为晚上的；晚上用的
int. 晚上好（等于good evening）",4年级上,4,上,人教版一年级起点四年级上.xlsx,28
dirty,[ˈdɜːti],[ˈdɜːrti],"adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的
vt. 弄脏
vi. 变脏",4年级上,4,上,人教版一年级起点四年级上.xlsx,29
their,[ðeə(r)],[ðer],pron. 他们的，她们的；它们的,4年级上,4,上,人教版一年级起点四年级上.xlsx,30
house,[haʊs],[haʊs],"n. 住宅；家庭；机构；议会；某种用途的建筑物
vt. 覆盖；给…房子住；把…储藏在房内
vi. 住",4年级上,4,上,人教版一年级起点四年级上.xlsx,31
poor,[pɔː(r)],[pʊr; pɔːr],adj. 贫穷的；可怜的；贫乏的；卑鄙的,4年级上,4,上,人教版一年级起点四年级上.xlsx,32
hope,[həʊp],[hoʊp],"n. 希望；期望；信心
vi. 希望；期待；信赖
vt. 希望；期望",4年级上,4,上,人教版一年级起点四年级上.xlsx,33
so,[səʊ],[soʊ],"conj. 所以；因此
adv. 如此，这么；确是如此
pron. 这样",4年级上,4,上,人教版一年级起点四年级上.xlsx,34
Saturday,[ˈsætədeɪ],[ˈsætərdeɪ],n. 星期六,4年级上,4,上,人教版一年级起点四年级上.xlsx,35
near,[nɪə(r)],[nɪr],"adj. 近的；亲近的；近似的
adv. 近；接近
prep. 靠近；近似于",4年级上,4,上,人教版一年级起点四年级上.xlsx,36
day,[deɪ],[deɪ],"n. 一天；时期；白昼
adj. 日间的；逐日的
adv. 每天；经常在白天地",4年级上,4,上,人教版一年级起点四年级上.xlsx,37
usually,[ˈjuːʒuəli],[ˈjuːʒuəli; ˈjuːʒəli],adv. 通常，经常,4年级上,4,上,人教版一年级起点四年级上.xlsx,38
by bus,,,na. 乘公共汽车,4年级上,4,上,人教版一年级起点四年级上.xlsx,39
by boat,,,na. 乘船,4年级上,4,上,人教版一年级起点四年级上.xlsx,40
by ship,,,乘船；乘轮船；坐轮船,4年级上,4,上,人教版一年级起点四年级上.xlsx,41
by car,,,na. 乘电车；乘汽车,4年级上,4,上,人教版一年级起点四年级上.xlsx,42
by taxi,,,乘出租车；坐出租车；打的,4年级上,4,上,人教版一年级起点四年级上.xlsx,43
by bike,,,骑自行车；骑车；骑单车,4年级上,4,上,人教版一年级起点四年级上.xlsx,44
on foot,,,na. 步行；在进行中；徒步,4年级上,4,上,人教版一年级起点四年级上.xlsx,45
by school bus,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,46
by subway,,,乘地铁；坐地铁；乘坐地铁,4年级上,4,上,人教版一年级起点四年级上.xlsx,47
by plane,,,adv. 乘飞机,4年级上,4,上,人教版一年级起点四年级上.xlsx,48
by train,,,na. 坐火车,4年级上,4,上,人教版一年级起点四年级上.xlsx,49
garden,[ˈɡɑːdn],[ˈɡɑːrdn],"n. 花园；菜园
vt. 栽培花木
vi. 从事园艺；在园中种植",4年级上,4,上,人教版一年级起点四年级上.xlsx,50
meeting place,[ˈmiːtɪŋ pleɪs],[ˈmiːtɪŋ pleɪs],n. 会场；聚集的地方,4年级上,4,上,人教版一年级起点四年级上.xlsx,51
gate,[ɡeɪt],[ɡeɪt],"n. 大门；出入口；门道
vt. 给…装大门",4年级上,4,上,人教版一年级起点四年级上.xlsx,52
transportation,[ˌtrænspɔːˈteɪʃn],[ˌtrænspɔːrˈteɪʃn],n. 运输；运输系统；运输工具；流放,4年级上,4,上,人教版一年级起点四年级上.xlsx,53
film,[fɪlm],[fɪlm],"n. 电影；薄膜；胶卷；轻烟
vt. 在…上覆以薄膜；把…拍成电影
vi. 摄制电影；生薄膜；变得朦胧",4年级上,4,上,人教版一年级起点四年级上.xlsx,54
earth,[ɜːθ],[ɜːrθ],"n. 地球；地表，陆地；土地，土壤；尘事，俗事；兽穴
vt. 把（电线）[电] 接地；盖（土）；追赶入洞穴
vi. 躲进地洞",4年级上,4,上,人教版一年级起点四年级上.xlsx,55
snow,[snəʊ],[snoʊ],"n. 雪，积雪；下雪
vt. 使纷纷落下；使变白
vi. 降雪",4年级上,4,上,人教版一年级起点四年级上.xlsx,56
theatre,[ˈθɪətə(r)],[ˈθiːətər],n. 电影院，戏院；戏剧；阶梯式讲堂,4年级上,4,上,人教版一年级起点四年级上.xlsx,57
come,[kʌm],[kʌm],"vi. 来；开始；出现；发生；变成；到达
vt. 做；假装；将满（…岁）
int. 嗨！",4年级上,4,上,人教版一年级起点四年级上.xlsx,58
enjoy,[ɪnˈdʒɔɪ],[ɪnˈdʒɔɪ],vt. 欣赏，享受；喜爱；使过得快活,4年级上,4,上,人教版一年级起点四年级上.xlsx,59
park,[pɑːk],[pɑːrk],"n. 公园；[交] 停车场
vt. 停放；放置；寄存
vi. 停放车辆",4年级上,4,上,人教版一年级起点四年级上.xlsx,60
apple,[ˈæp(ə)l],[ˈæpl],n. 苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。,4年级上,4,上,人教版一年级起点四年级上.xlsx,61
pen,[pen],[pen],"n. 钢笔；作家；围栏
vt. 写；关入栏中",4年级上,4,上,人教版一年级起点四年级上.xlsx,62
knife,[naɪf],[naɪf],"n. 刀；匕首
vt. 用刀切；（口）伤害
vi. 劈开；划过",4年级上,4,上,人教版一年级起点四年级上.xlsx,63
eraser,[ɪˈreɪzə(r)],[ɪˈreɪsər],n. 橡皮；擦除器；[计] 清除器,4年级上,4,上,人教版一年级起点四年级上.xlsx,64
crayon,[ˈkreɪən; ˈkreɪɒn],[ˈkreɪən; ˈkreɪɑːn],"n. 蜡笔，有色粉笔
vt. 以蜡笔作画，用颜色粉笔画",4年级上,4,上,人教版一年级起点四年级上.xlsx,65
scissors,[ˈsɪzəz],[ˈsɪzərz],"n. 剪刀；剪式跳法
v. 剪开；删除（scissor的第三人称单数）",4年级上,4,上,人教版一年级起点四年级上.xlsx,66
glue stick,,,n. 胶棒,4年级上,4,上,人教版一年级起点四年级上.xlsx,67
paper,[ˈpeɪpə(r)],[ˈpeɪpər],"n. 纸；论文；文件；报纸
adj. 纸做的
vt. 用纸糊；用纸包装
vi. 贴糊墙纸；发交通违章传票",4年级上,4,上,人教版一年级起点四年级上.xlsx,68
use,[juːz],[juːz],"n. 使用；用途；发挥
vt. 利用；耗费
vi. 使用，运用",4年级上,4,上,人教版一年级起点四年级上.xlsx,69
please,[pliːz],[pliːz],"int. 请（礼貌用语）
vt. 使喜欢；使高兴，使满意
vi. 讨人喜欢；令人高兴",4年级上,4,上,人教版一年级起点四年级上.xlsx,70
find,[faɪnd],[faɪnd],"n. 发现
vi. 裁决
vt. 查找，找到；发现；认为；感到；获得",4年级上,4,上,人教版一年级起点四年级上.xlsx,71
Information Centre,,,信息中心；资讯中心；情报中心,4年级上,4,上,人教版一年级起点四年级上.xlsx,72
Excuse me,[ɪk'skjʊs mi],[ɪkˈskjuːz mi],un. 请原谅；对不起,4年级上,4,上,人教版一年级起点四年级上.xlsx,73
phone,[fəʊn],[foʊn],"n. 电话；耳机，听筒
vt. 打电话
vi. 打电话",4年级上,4,上,人教版一年级起点四年级上.xlsx,74
dad,[dæd],[dæd],n. 爸爸；爹爹,4年级上,4,上,人教版一年级起点四年级上.xlsx,75
hamburger,[ˈhæmbɜːɡə(r)],[ˈhæmbɜːrɡər],n. 汉堡包，火腿汉堡；牛肉饼，肉饼；碎牛肉,4年级上,4,上,人教版一年级起点四年级上.xlsx,76
ruler,[ˈruːlə(r)],[ˈruːlər],n. 尺；统治者；[测] 划线板，划线的人,4年级上,4,上,人教版一年级起点四年级上.xlsx,77
pencil,[ˈpens(ə)l],[ˈpensl],"n. 铅笔；笔状物
vt. 用铅笔写；用眉笔涂
vi. 成铅笔状",4年级上,4,上,人教版一年级起点四年级上.xlsx,78
schoolbag,[ˈskuːlbæɡ],[ˈskuːlˌbæɡ],n. 书包,4年级上,4,上,人教版一年级起点四年级上.xlsx,79
shop,[ʃɒp],[ʃɑːp],"n. 商店；店铺
vt. 购物
vi. 购物；买东西",4年级上,4,上,人教版一年级起点四年级上.xlsx,80
climb on the window ledge,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,81
dangerous,[ˈdeɪndʒərəs],[ˈdeɪndʒərəs],"adj. 危险的
危险地",4年级上,4,上,人教版一年级起点四年级上.xlsx,82
play with fire,,,na. 轻举妄动,4年级上,4,上,人教版一年级起点四年级上.xlsx,83
Be careful!,,,小心；当心；注意,4年级上,4,上,人教版一年级起点四年级上.xlsx,84
run down the stairs,,,无,4年级上,4,上,人教版一年级起点四年级上.xlsx,85
sidewalk,[ˈsaɪdwɔːk],[ˈsaɪdwɔːk],n. 人行道,4年级上,4,上,人教版一年级起点四年级上.xlsx,86
wait for,,,na. 等；等待,4年级上,4,上,人教版一年级起点四年级上.xlsx,87
safe,[seɪf],[seɪf],"n. 保险箱；冷藏室；纱橱
adj. 安全的；可靠的；平安的",4年级上,4,上,人教版一年级起点四年级上.xlsx,88
stop,[stɒp],[stɑːp],"n. 停止；车站；障碍；逗留
vi. 停止；中止；逗留；被塞住
vt. 停止；堵塞；断绝",4年级上,4,上,人教版一年级起点四年级上.xlsx,89
street,[striːt],[striːt],"n. 街道
adj. 街道的",4年级上,4,上,人教版一年级起点四年级上.xlsx,90
safety rule,,,安全规程,4年级上,4,上,人教版一年级起点四年级上.xlsx,91
green,[ɡriːn],[ɡriːn],"n. 绿色；青春
adj. 绿色的；青春的
vt. 使…变绿色
vi. 变绿色",4年级上,4,上,人教版一年级起点四年级上.xlsx,92
red,[red],[red],"n. 红色，红颜料；赤字
adj. 红色的；红肿的，充血的",4年级上,4,上,人教版一年级起点四年级上.xlsx,93
play football,,,na. 踢足球；对难办的事采取踢皮球的态度,4年级上,4,上,人教版一年级起点四年级上.xlsx,94
nurse,[nɜːs],[nɜːrs],"vt. 看护，护理；照顾；培养；给…喂奶
vi. 照料，护理；喂奶；当保姆
n. 护士；奶妈，保姆",4年级上,4,上,人教版一年级起点四年级上.xlsx,95
cook,[kʊk],[kʊk],"n. 厨师，厨子
vt. 烹调，煮
vi. 烹调，做菜",4年级上,4,上,人教版一年级起点四年级上.xlsx,96
doctor,[ˈdɒktə(r)],[ˈdɑːktər],"vt. 修理；篡改，伪造；为…治病；授以博士学位
n. 医生；博士
vi. 就医；行医",4年级上,4,上,人教版一年级起点四年级上.xlsx,97
bus driver,,,na. (公共汽车)驾驶员；〈俚〉轰炸机驾驶员,4年级上,4,上,人教版一年级起点四年级上.xlsx,98
police officer,[pəˈliːs ɒfɪsə(r)],[pəˈlis ˈɔfɪsɚ],n. 警官；警察；警务人员,4年级上,4,上,人教版一年级起点四年级上.xlsx,99
taxi driver,,,n. 计程车司机,4年级上,4,上,人教版一年级起点四年级上.xlsx,100
farmer,[ˈfɑːmə(r)],[ˈfɑːrmər],n. 农夫，农民,4年级上,4,上,人教版一年级起点四年级上.xlsx,101
worker,[ˈwɜːkə(r)],[ˈwɜːrkər],n. 工人；劳动者；职蚁,4年级上,4,上,人教版一年级起点四年级上.xlsx,102
in the future,,,adv. 今后,4年级上,4,上,人教版一年级起点四年级上.xlsx,103
great,[ɡreɪt],[ɡreɪt],"n. 大师；大人物；伟人们
adj. 伟大的，重大的；极好的，好的；主要的",4年级上,4,上,人教版一年级起点四年级上.xlsx,104
job,[dʒɒb],[dʒɑːb],"n. 工作；职业
vt. 承包；代客买卖
vi. 做零工",4年级上,4,上,人教版一年级起点四年级上.xlsx,105
sick,[sɪk],[sɪk],"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击",4年级上,4,上,人教版一年级起点四年级上.xlsx,106
people,[ˈpiːp(ə)l],[ˈpiːpl],"n. 人；人类；民族；公民
vt. 居住于；使住满人",4年级上,4,上,人教版一年级起点四年级上.xlsx,107
teach,[tiːtʃ],[tiːtʃ],"vt. 教；教授；教导
vi. 教授；讲授；当老师",4年级上,4,上,人教版一年级起点四年级上.xlsx,108
just,[dʒʌst],[dʒʌst],"adv. 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要
adj. 公正的，合理的；正直的，正义的；正确的；公平的；应得的",4年级上,4,上,人教版一年级起点四年级上.xlsx,109
myself,[maɪˈself],[maɪˈself],pron. 我自己；我亲自；我的正常的健康状况和正常情绪,4年级上,4,上,人教版一年级起点四年级上.xlsx,110
sound,[saʊnd],[saʊnd],"n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条
adj. 健全的，健康的；合理的；可靠的；有效彻底的
vt. 听（诊）；测量，测…深；使发声；试探；宣告
vi. 听起来；发出声音；回响；测深
adv. 彻底地，充分地",4年级上,4,上,人教版一年级起点四年级上.xlsx,111
Monday,[ˈmʌndeɪ],[ˈmʌndeɪ],n. 星期一,4年级上,4,上,人教版一年级起点四年级上.xlsx,112
Tuesday,[ˈtjuːzdeɪ],[ˈtuːzdeɪ],n. 星期二,4年级上,4,上,人教版一年级起点四年级上.xlsx,113
Wednesday,[ˈwenzdeɪ],[ˈwenzdeɪ],n. 星期三,4年级上,4,上,人教版一年级起点四年级上.xlsx,114
Thursday,[ˈθɜːzdeɪ],[ˈθɜːrzdeɪ],n. 星期四,4年级上,4,上,人教版一年级起点四年级上.xlsx,115
Friday,[ˈfraɪdeɪ],[ˈfraɪdeɪ],n. 星期五,4年级上,4,上,人教版一年级起点四年级上.xlsx,116
teacher,[ˈtiːtʃə(r)],[ˈtiːtʃər],n. 教师；导师,4年级上,4,上,人教版一年级起点四年级上.xlsx,117
across from,,,na. 在…的正对面,4年级下,4,下,人教版一年级起点四年级下.xlsx,2
next to,,,prep. 紧邻；在…近旁；仅次于；紧接,4年级下,4,下,人教版一年级起点四年级下.xlsx,3
between,[bɪˈtwiːn],[bɪˈtwiːn],"prep. 在…之间
adv. 在中间",4年级下,4,下,人教版一年级起点四年级下.xlsx,4
restaurant,[ˈrestrɒnt],[ˈrestrɑːnt; ˈrestərɑːnt],n. 餐馆；[经] 饭店,4年级下,4,下,人教版一年级起点四年级下.xlsx,5
post office,[ˈpəust ɔfis],[ˈpost ɔfɪs],n. 邮局；邮政部门；邮政系统；邮差敲门游戏（儿童用假托的信件换取亲吻）,4年级下,4,下,人教版一年级起点四年级下.xlsx,6
bank,[bæŋk],[bæŋk],"n. 银行；岸；浅滩；储库
vt. 将…存入银行；倾斜转弯
vi. 堆积；倾斜转弯",4年级下,4,下,人教版一年级起点四年级下.xlsx,7
grocery,[ˈɡrəʊsəri],[ˈɡroʊsəri],"n. 食品杂货店
食品杂货",4年级下,4,下,人教版一年级起点四年级下.xlsx,8
turn left,[tɜ:n left],[tɝ​n lɛft],un. 向左转,4年级下,4,下,人教版一年级起点四年级下.xlsx,9
turn right,,,na. 转往右面,4年级下,4,下,人教版一年级起点四年级下.xlsx,10
go straight,,,na. 笔直走,4年级下,4,下,人教版一年级起点四年级下.xlsx,11
